"","Anne Arundel County, Maryland","Baltimore County, Maryland","Frederick County, Maryland","Howard County, Maryland","Montgomery County, Maryland","Prince George's County, Maryland"
"Median.Value..Dollars..for.Owner.Occupied.Housing.Units...Median.value..dollars..",361700,269400,335600,447000,469900,312800
