"","Anne Arundel County, Maryland","Baltimore County, Maryland","Frederick County, Maryland","Howard County, Maryland","Montgomery County, Maryland","Prince George's County, Maryland"
"Median.Value..Dollars..for.Owner.Occupied.Housing.Units...Median.value..dollars..",340000,253300,307000,428100,446300,269800
