"","Anne Arundel County, Maryland","Baltimore County, Maryland","Frederick County, Maryland","Howard County, Maryland","Montgomery County, Maryland","Prince George's County, Maryland"
"Median.Value..Dollars..for.Owner.Occupied.Housing.Units..Median.value..dollars.",349800,263900,316800,435300,455800,289400
