"","Anne Arundel County, Maryland","Baltimore County, Maryland","Frederick County, Maryland","Howard County, Maryland","Montgomery County, Maryland","Prince George's County, Maryland"
"Median.Value..Dollars..for.Owner.Occupied.Housing.Units..Median.value..dollars.",370100,269900,349500,456200,482900,327600
